TENAME	NAME	WHOLESALER	ODS_AGREE	DN_DATE_TIME	DN_DATE	SHORTSEQ	GRNID	PROD	LOC	QTY	PERID	TEID	QTY_AVAIL	QTY_SUSP	ORIGIN	RECTYPE	LU_ID	LOCATION	LOC_ID	COMMODITY	CONTAINER	VARIETY	CLASS	SIZ_REF	CNT_REF	COLOR	QTY_LATE	CF_CS_FLAG	CF_SORTING	CF_COMDTY_STRING	CF_DAYS_ON_FLOOR
R S A MARKET AGENTS	RIAAN  JOUBERT			26-JUL-26	26-JUL-26	8041	15553953	MOUTON CITRUS (PT	HL 	284	141623	24	284	0		1	6	261	261	NAAR	CO100	TA	1	1	*	*		 	8041	NAAR,CO100,TA,CL 1,1,*,*	18
R S A MARKET AGENTS	RIAAN  JOUBERT			02-AUG-26	02-AUG-26	1514	15567376	MOUTON CITRUS (PT	HL 	55	141623	24	55	0		1	6	261	261	NAAR	CO150	M1	1	1XXX	*	*		*	1514	NAAR,CO150,M1,CL 1,1XXX,*,*	11
R S A MARKET AGENTS	RIAAN  JOUBERT			31-JUL-26	31-JUL-26	853	15564808	MOUTON CITRUS (PT	HL 	150	141623	24	150	0	430	1	6	261	261	NAAR	DL076	M1	1	*	44	*		*	853	NAAR,DL076,M1,CL 1,*,44,*	13
R S A MARKET AGENTS	RIAAN  JOUBERT			26-JUL-26	26-JUL-26	7256	15553951	MOUTON CITRUS (PT	HL 	211	141623	24	211	0		1	6	261	261	NAAR	CO100	TA	1	1X	*	*		 	7256	NAAR,CO100,TA,CL 1,1X,*,*	18
R S A MARKET AGENTS	RIAAN  JOUBERT			26-JUL-26	26-JUL-26	4727	15553949	MOUTON CITRUS (PT	HL 	57	141623	24	57	0		1	6	261	261	NAAR	CO150	TA	1	1XXX	*	*		*	4727	NAAR,CO150,TA,CL 1,1XXX,*,*	18
R S A MARKET AGENTS	RIAAN  JOUBERT			26-JUL-26	26-JUL-26	4567	15553961	MOUTON CITRUS (PT	HL 	24	141623	24	24	0		1	6	261	261	NAAR	CO100	NAR	1	1	*	*		*	4567	NAAR,CO100,NAR,CL 1,1,*,*	18
R S A MARKET AGENTS	RIAAN  JOUBERT			10-AUG-26	10-AUG-26	7227	15581444	MOUTON CITRUS (PT	HL 	130	141623	24	130	0		1	6	261	261	ORGS	CO150	NV	1	*	60	*		 	7227	ORGS,CO150,NV,CL 1,*,60,*	3
R S A MARKET AGENTS	RIAAN  JOUBERT			31-JUL-26	31-JUL-26	1588	15564816	MOUTON CITRUS (PT	HL 	68	141623	24	68	0		1	6	261	261	ORGS	CTT150	NV	1	*	72	*		 	1588	ORGS,CTT150,NV,CL 1,*,72,*	13
R S A MARKET AGENTS	RIAAN  JOUBERT			10-AUG-26	10-AUG-26	7210	15581438	MOUTON CITRUS (PT	HL 	130	141623	24	130	0		1	6	261	261	ORGS	CO150	NV	1	*	55	*		 	7210	ORGS,CO150,NV,CL 1,*,55,*	3
R S A MARKET AGENTS	RIAAN  JOUBERT			10-AUG-26	10-AUG-26	7474	15581588	MOUTON CITRUS (PT	HL 	195	141623	24	195	0		1	6	261	261	ORGS	CO150	NV	1	*	50	*		 	7474	ORGS,CO150,NV,CL 1,*,50,*	3
R S A MARKET AGENTS	RIAAN  JOUBERT			10-AUG-26	10-AUG-26	7307	15581466	MOUTON CITRUS (PT	HL 	130	141623	24	130	0		1	6	261	261	ORGS	CO150	NV	1	*	50	*		 	7307	ORGS,CO150,NV,CL 1,*,50,*	3
R S A MARKET AGENTS	RIAAN  JOUBERT			10-AUG-26	10-AUG-26	7168	15581433	MOUTON CITRUS (PT	HL 	50	141623	24	50	0		1	6	261	261	ORGS	CO150	NV	1	*	50	*		 	7168	ORGS,CO150,NV,CL 1,*,50,*	3
R S A MARKET AGENTS	RIAAN  JOUBERT			10-AUG-26	10-AUG-26	6738	15581460	MOUTON CITRUS (PT	HL 	325	141623	24	325	0		1	6	261	261	ORGS	CO150	NV	1	*	45	*		 	6738	ORGS,CO150,NV,CL 1,*,45,*	3
R S A MARKET AGENTS	RIAAN  JOUBERT			10-AUG-26	10-AUG-26	7275	15581455	MOUTON CITRUS (PT	HL 	165	141623	24	165	0		1	6	261	261	ORGS	CO150	NV	1	*	40	*		 	7275	ORGS,CO150,NV,CL 1,*,40,*	3
R S A MARKET AGENTS	RIAAN  JOUBERT			20-JUL-26	20-JUL-26	1187	15541993	MOUTON CITRUS (PT	HL 	320	141623	24	320	0	430	1	6	261	261	ORGS	CTT150	NV	12	*	40	*		*	1187	ORGS,CTT150,NV,LOWEST CLASS,*,40,*	24
R S A MARKET AGENTS	RIAAN  JOUBERT			16-JUN-26	16-JUN-26	4491	15486994	SAND SEDGE (PTY) 	HL 	39	141623	24	39	0		1	6	261	261	NAAR	CO100	NAR	1	1XXX	*	*		 	4491	NAAR,CO100,NAR,CL 1,1XXX,*,*	58
R S A MARKET AGENTS	RIAAN  JOUBERT			31-JUL-26	31-JUL-26	2376	15564808	MOUTON CITRUS (PT	MC6 	300	141623	24	300	0	430	1	1	430	430	NAAR	DL076	M1	1	*	44	*		*	2376	NAAR,DL076,M1,CL 1,*,44,*	13
R S A MARKET AGENTS	RIAAN  JOUBERT			07-AUG-26	07-AUG-26	751	15578436	KAMBO FOREST HILL	MC7 	64	141623	24	64	0	431	1	1	431	431	APP	EPB015	GS	1	120	8	*		*	751	APP,EPB015,GS,CL 1,120,8,*	6
