TENAME	NAME	WHOLESALER	ODS_AGREE	DN_DATE_TIME	DN_DATE	SHORTSEQ	GRNID	PROD	LOC	QTY	PERID	TEID	QTY_AVAIL	QTY_SUSP	ORIGIN	RECTYPE	LU_ID	LOCATION	LOC_ID	COMMODITY	CONTAINER	VARIETY	CLASS	SIZ_REF	CNT_REF	COLOR	QTY_LATE	CF_CS_FLAG	CF_SORTING	CF_COMDTY_STRING	CF_DAYS_ON_FLOOR
R S A MARKET AGENTS	CHRISTOFF REINHARDT  DE WET			08-AUG-26	08-AUG-26	6690	15578294	ZZ2 - WAGENDRIFT	HL 	1	82089	24	1	0		1	6	261	261	AVOS	TR040	AF	1	*	16	*		*	6690	AVOS,TR040,AF,CL 1,*,16,*	5
R S A MARKET AGENTS	CHRISTOFF REINHARDT  DE WET			08-AUG-26	08-AUG-26	6624	15578276	ZZ2 - WAGENDRIFT	HL 	77	82089	24	77	0		1	6	261	261	AVOS	TR040	AF	2	*	14	*		 	6624	AVOS,TR040,AF,CL 2,*,14,*	5
R S A MARKET AGENTS	CHRISTOFF REINHARDT  DE WET			08-AUG-26	08-AUG-26	6773	15578307	ZZ2 - WAGENDRIFT	HL 	12	82089	24	12	0		1	6	261	261	AVOS	TR040	AF	1	*	20	*		 	6773	AVOS,TR040,AF,CL 1,*,20,*	5
R S A MARKET AGENTS	CHRISTOFF REINHARDT  DE WET			05-AUG-26	05-AUG-26	5914	15571630	ZZ2 - WAGENDRIFT	HL 	10	82089	24	10	0		1	6	261	261	AVOS	TR040	AF	1	*	16	*		*	5914	AVOS,TR040,AF,CL 1,*,16,*	8
R S A MARKET AGENTS	CHRISTOFF REINHARDT  DE WET			08-AUG-26	08-AUG-26	6658	15578289	ZZ2 - WAGENDRIFT	HL 	3	82089	24	3	0		1	6	261	261	AVOS	TR040	AF	1	*	14	*		 	6658	AVOS,TR040,AF,CL 1,*,14,*	5
R S A MARKET AGENTS	CHRISTOFF REINHARDT  DE WET			08-AUG-26	08-AUG-26	6651	15578282	ZZ2 - WAGENDRIFT	HL 	43	82089	24	43	0		1	6	261	261	AVOS	TR040	AF	2	*	12	*		 	6651	AVOS,TR040,AF,CL 2,*,12,*	5
R S A MARKET AGENTS	CHRISTOFF REINHARDT  DE WET			08-AUG-26	08-AUG-26	6787	15578312	ZZ2 - WAGENDRIFT	HL 	171	82089	24	171	0		1	6	261	261	AVOS	TR040	AF	1	*	22	*		 	6787	AVOS,TR040,AF,CL 1,*,22,*	5
R S A MARKET AGENTS	CHRISTOFF REINHARDT  DE WET			05-AUG-26	05-AUG-26	5905	15571628	ZZ2 - WAGENDRIFT	HL 	26	82089	24	26	0		1	6	261	261	AVOS	TR040	AF	1	*	14	*		 	5905	AVOS,TR040,AF,CL 1,*,14,*	8
R S A MARKET AGENTS	CHRISTOFF REINHARDT  DE WET			08-AUG-26	08-AUG-26	6735	15578301	ZZ2 - WAGENDRIFT	HL 	34	82089	24	34	0		1	6	261	261	AVOS	TR040	AF	1	*	8	*		 	6735	AVOS,TR040,AF,CL 1,*,8,*	5
R S A MARKET AGENTS	CHRISTOFF REINHARDT  DE WET			08-AUG-26	08-AUG-26	6701	15578298	ZZ2 - WAGENDRIFT	HL 	11	82089	24	11	0		1	6	261	261	AVOS	TR040	AF	1	*	18	*		 	6701	AVOS,TR040,AF,CL 1,*,18,*	5
R S A MARKET AGENTS	CHRISTOFF REINHARDT  DE WET			11-AUG-26	11-AUG-26	6407	15583308	MILLHART FARMING 	HL R	15	82089	24	57	15		2	6	261	261	BERS	PTB025	*	0	*	20	*		 	6407	BERS,PTB025,*,*,*,20,*	1
R S A MARKET AGENTS	CHRISTOFF REINHARDT  DE WET			02-AUG-26	02-AUG-26	2256	15567452	ENDULINI FRUIT (P	MC6 	130	82089	24	130	0	430	1	1	430	430	NAAR	CO150	Q2	1	4X	*	*		*	2256	NAAR,CO150,Q2,CL 1,4X,*,*	10
